source	component_id	clip_index	clip_name	frame_index	collection_guid	collection_file_id	sprite_id	trigger_event	event_info	event_int	event_float
Assets/Animations/Bone Worm BlueTurret Anim.prefab	114724804207875695	6	Death Air	1	f27a76df1a9e7b441ad0ecca2a3b3ff9	114724804207875695	0	0		0	0
Assets/Animations/Bone Worm BlueTurret Anim.prefab	114724804207875695	6	Death Air	2	f27a76df1a9e7b441ad0ecca2a3b3ff9	114724804207875695	4	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	0	Dash 1	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	5	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	0	Dash 1	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	4	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	0	Dash 1	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	6	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	0	Dash 1	3	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	1	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	1	Dash 2	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	5	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	1	Dash 2	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	4	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	1	Dash 2	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	2	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	1	Dash 2	3	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	8	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	2	Catch Spin	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	57	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	2	Catch Spin	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	52	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	2	Catch Spin	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	54	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	2	Catch Spin	3	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	59	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	3	Catch Spin End	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	65	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	3	Catch Spin End	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	50	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	3	Catch Spin End	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	55	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	4	Dash End	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	5	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	4	Dash End	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	7	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	4	Dash End	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	3	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	5	Drop Look	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	14	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	5	Drop Look	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	19	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	5	Drop Look	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	17	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	6	Drop Slash	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	17	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	6	Drop Slash	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	15	1		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	6	Drop Slash	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	16	1		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	6	Drop Slash	3	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	18	1		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	7	Idle 1	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	5	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	7	Idle 1	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	48	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	7	Idle 1	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	35	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	8	Idle 2	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	5	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	8	Idle 2	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	7	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	8	Idle 2	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	3	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	8	Idle 2	3	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	38	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	9	Idle 3	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	5	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	9	Idle 3	1	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	33	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	9	Idle 3	2	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	34	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	9	Idle 3	3	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	44	0		0	0
Assets/Animations/Bosses/Clover Dancers Anim.prefab	114724804207875695	10	Idle 4	0	ee5aec6fc62ba574aafb669716f98aed	114724804207875695	5	0		0	0
