source	component_id	owner_id	fsm_name	template_guid	template_file_id	template_paths
Assets/Prefabs/Conch Projectile Heavy.prefab	114711914853252429	1730242686860875	FSM	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Effects/Acid Splash.prefab	114099118695303065	1709254077376921	FSM	2a3836a243fdb7846887c672bc1ca3c3	11400000	"[""Assets/PlayMaker/Templates/destroy_after_anim.asset""]"
Assets/Prefabs/Enemies/Corpses/Corpse Lilypad Plat.prefab	114372920208702427	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Heroes/Bone Beast Children Teleport.prefab	114977153420339851	1709254077376921	bellbeast_child_teleport_arrive	6188d90dc1a05024e8f1962a3b750706	11400000	"[""Assets/PlayMaker/Templates/bellbeast_child_teleport_arrive.asset""]"
Assets/Prefabs/Heroes/Bone Beast Children Teleport.prefab	114302127217294661	1724804207875695	bellbeast_child_teleport_arrive	6188d90dc1a05024e8f1962a3b750706	11400000	"[""Assets/PlayMaker/Templates/bellbeast_child_teleport_arrive.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114640522854344479	1709254077376921	Bind	14d20caac5e21114a97103b71f373c49	11400000	"[""Assets/PlayMaker/Templates/hornet_bind.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114442553484811663	1709254077376921	Roar and Wound States	5405b41d43946db449c5e332481c5607	11400000	"[""Assets/PlayMaker/Templates/roar_and_wound_states.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114195663224090321	1709254077376921	Sprint	f87d2734e3be6c54f98a02c0bcd2ac09	11400000	"[""Assets/PlayMaker/Templates/hornet_sprint.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114030420127766190	1709254077376921	Mantle	a53876d15b38b8b42939480279d11ffe	11400000	"[""Assets/PlayMaker/Templates/hornet_mantle.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114514865527688870	1709254077376921	Harpoon Dash	121da44fd7aa1b346b977de69e7c1292	11400000	"[""Assets/PlayMaker/Templates/hornet_harpoon_dash.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114026881652295167	1709254077376921	Umbrella Float	8f439e8b5d7dfb248b71976788080f8a	11400000	"[""Assets/PlayMaker/Templates/hornet_umbrella_float.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114940161511173612	1709254077376921	Tool Attacks	91cf650c50b429241a6e653f835cc8bd	11400000	"[""Assets/PlayMaker/Templates/tool_attacks.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114808008904197051	1709254077376921	Silk Specials	d5650485985fbd441884b48c49aa7434	11400000	"[""Assets/PlayMaker/Templates/hornet_specials.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114926484194617170	1709254077376921	Nail Arts	62cbae85b3758b144a5896e28fde0495	11400000	"[""Assets/PlayMaker/Templates/hornet_nail_arts.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114837889324699812	1709254077376921	Superjump	65116925657165546ba7996cb54d7247	11400000	"[""Assets/PlayMaker/Templates/hornet_superjump.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114673304322830374	1709254077376921	Sprint Silk Usage	8b79444dec659e94db9d668cf88f9f1d	11400000	"[""Assets/PlayMaker/Templates/hornet_sprint_silk_usage.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114283010227348851	1709254077376921	Crest Attacks	9e4e4e1a9ba9fa54f87cb22364eeeed4	11400000	"[""Assets/PlayMaker/Templates/crest_attacks.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114931007380020989	1709254077376921	Wall Scramble	8fb8c5b8e679772499f236380a1b4b9c	11400000	"[""Assets/PlayMaker/Templates/hornet_wall_scramble.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114043588713450242	1730242686860875	color_fader	6d6797e906b8e734cbee4d3a9df9acbc	11400000	"[""Assets/PlayMaker/Templates/color_fader.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114685803188454089	1829625606037309	Dealt Damage Response	f5a08b9c783252945aa4cfd85d51e33a	11400000	"[""Assets/PlayMaker/Templates/crest_downslash_reaction.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114480275217568070	1499726237547504	Dealt Damage Response	f5a08b9c783252945aa4cfd85d51e33a	11400000	"[""Assets/PlayMaker/Templates/crest_downslash_reaction.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114655519695436227	1121005239445321	Dealt Damage Response	f5a08b9c783252945aa4cfd85d51e33a	11400000	"[""Assets/PlayMaker/Templates/crest_downslash_reaction.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114426100690460965	1433013960508438	Dealt Damage Response	f5a08b9c783252945aa4cfd85d51e33a	11400000	"[""Assets/PlayMaker/Templates/crest_downslash_reaction.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114508203063796642	1038333544927157	Dealt Damage Response	f5a08b9c783252945aa4cfd85d51e33a	11400000	"[""Assets/PlayMaker/Templates/crest_downslash_reaction.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114659964125031840	1901155395665742	Dealt Damage Response	0a0c7c7bf98254342aa085baa35f022f	11400000	"[""Assets/PlayMaker/Templates/crest_downslash_reaction_witch.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114619897860471289	1197515695889172	Dealt Damage Response	f5a08b9c783252945aa4cfd85d51e33a	11400000	"[""Assets/PlayMaker/Templates/crest_downslash_reaction.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114229355257720451	1500050402096248	Only Award Silk First Hit	560b6a1e2a7e79c45839f58c9369ac86	11400000	"[""Assets/MonoBehaviour/witch_charge_slash.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114259660515897995	1382656168358062	Only Award Silk First Hit	560b6a1e2a7e79c45839f58c9369ac86	11400000	"[""Assets/MonoBehaviour/witch_charge_slash.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114791130002855414	1360591974699550	FSM	6d6797e906b8e734cbee4d3a9df9acbc	11400000	"[""Assets/PlayMaker/Templates/color_fader.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114923059595931933	1232415838589296	FSM	6d6797e906b8e734cbee4d3a9df9acbc	11400000	"[""Assets/PlayMaker/Templates/color_fader.asset""]"
Assets/Prefabs/Heroes/Hero_Hornet.prefab	114379233553254537	1807338725288812	Control	ea176b22d21ffec448fca098cb6fad4c	11400000	"[""Assets/PlayMaker/Templates/bell_bind_tool.asset""]"
Assets/Prefabs/Heroes/Tools/Tool Bomb.prefab	114985305603660343	1709254077376921	Control	03feb09d2a8753b41a68f236b97460c2	11400000	"[""Assets/MonoBehaviour/bomb_tool_control.asset""]"
Assets/Prefabs/Heroes/Tools/Tool Bomb.prefab	114672306508523268	1243736805655561	Detect	d1450ec900b3d2640a46c2da86f4335b	11400000	"[""Assets/MonoBehaviour/tool_bomb_interact.asset""]"
Assets/Prefabs/Heroes/Tools/Tool Dust Bomb New.prefab	114977153420339851	1709254077376921	Control	03feb09d2a8753b41a68f236b97460c2	11400000	"[""Assets/MonoBehaviour/bomb_tool_control.asset""]"
Assets/Prefabs/Heroes/Tools/Tool Dust Bomb New.prefab	114344419225485095	1709867586078768	Detect	d1450ec900b3d2640a46c2da86f4335b	11400000	"[""Assets/MonoBehaviour/tool_bomb_interact.asset""]"
Assets/Prefabs/Heroes/Tools/Tool_brolly_spike.prefab	114336590748365959	1709254077376921	brolly_spike_cooldown_check	ee53015d031590641bebe6ddce104c19	11400000	"[""Assets/PlayMaker/Templates/brolly_spike_cooldown_check.asset""]"
Assets/Prefabs/Heroes/Tools/Weaver Bomb Blast Zap.prefab	114336590748365959	1709254077376921	Control	765a37f59f3119543a2f91c1788f1705	11400000	"[""Assets/PlayMaker/Templates/weaver_bomb_blast.asset""]"
Assets/Prefabs/Heroes/Tools/Weaver Bomb Blast.prefab	114977153420339851	1709254077376921	Control	765a37f59f3119543a2f91c1788f1705	11400000	"[""Assets/PlayMaker/Templates/weaver_bomb_blast.asset""]"
Assets/Prefabs/Heroes/Tools/lightning_bola_explode_parent.prefab	114694121525821480	1587765826080250	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Clover Dancer Sickle.prefab	114025901758691103	1709254077376921	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Cloverstag White Sickle.prefab	114705390221481576	1709254077376921	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Lost Lace/Lost_Lace_Wake_Tendrils.prefab	114634108722742392	1724804207875695	FSM	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Tormented Trobbio Tornado.prefab	114589667821646929	1709254077376921	Tornado Event Sender	5e99e452d0f5bee41aaac7f986cafa64	11400000	"[""Assets/PlayMaker/Templates/tornado_event_sender.asset""]"
Assets/Prefabs/Hornet Bosses/Tormented Trobbio Tornado.prefab	114372920208702427	1709254077376921	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Trobbio Tornado.prefab	114025901758691103	1709254077376921	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Trobbio Tornado.prefab	114918264173551851	1703437598541787	Tornado Event Sender	5e99e452d0f5bee41aaac7f986cafa64	11400000	"[""Assets/PlayMaker/Templates/tornado_event_sender.asset""]"
Assets/Prefabs/Hornet Bosses/Trobbio.prefab	114722951815217645	1709254077376921	Stun Control	2e4b6e573032075449b2ab0adc00c0b8	11400000	"[""Assets/PlayMaker/Templates/stun_control.asset""]"
Assets/Prefabs/Hornet Bosses/Trobbio.prefab	114354824845356902	1372920208702427	FSM	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Trobbio.prefab	114578716238308850	1472185465350827	Tornado Event Sender	5e99e452d0f5bee41aaac7f986cafa64	11400000	"[""Assets/PlayMaker/Templates/tornado_event_sender.asset""]"
Assets/Prefabs/Hornet Bosses/Vampire Gnat Sickle.prefab	114217368724061974	1730242686860875	FSM	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/Vampire Gnat.prefab	114215879266689626	1709254077376921	Stun Control	2e4b6e573032075449b2ab0adc00c0b8	11400000	"[""Assets/PlayMaker/Templates/stun_control.asset""]"
Assets/Prefabs/Hornet Bosses/Vampire Gnat.prefab	114150646884989824	1372920208702427	Multihitter	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/lace_bomb_slash.prefab	114694121525821480	1587765826080250	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/lace_circle_slash.prefab	114977153420339851	1730242686860875	FSM	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Bosses/lace_wild_slash_blade.prefab	114372920208702427	1730242686860875	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Enemies/Carmelita Sickle.prefab	114256069497284392	1709254077376921	FSM	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Enemies/Chef Maggot Blob High.prefab	114025901758691103	1709254077376921	Control	46ae077e1e58b5c449a3b40fa5fe2919	11400000	"[""Assets/PlayMaker/Templates/chef_maggot_blob.asset""]"
Assets/Prefabs/Hornet Enemies/Chef Maggot Blob.prefab	114025901758691103	1709254077376921	Control	46ae077e1e58b5c449a3b40fa5fe2919	11400000	"[""Assets/PlayMaker/Templates/chef_maggot_blob.asset""]"
Assets/Prefabs/Hornet Enemies/Coral Hunter Sickle.prefab	114025901758691103	1709254077376921	hornet_multi_wounder	ffe3a1a9c1e2bb94da3315cccccc4782	11400000	"[""Assets/PlayMaker/Templates/hornet_multi_wounder.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Circler Vicious.prefab	114336590748365959	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Circler.prefab	114336590748365959	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Crawler.prefab	114099118695303065	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Flyer Transient.prefab	114099118695303065	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Flyer.prefab	114002669891404536	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Goomba Bounce Fly.prefab	114470112387431263	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Goomba Large.prefab	114900271049623953	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Goomba.prefab	114161607090078389	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hopper.prefab	114161607090078389	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hopper.prefab	114946936116752871	1724804207875695	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hopper.prefab	114436073260064126	1709867586078768	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Child.prefab	114002669891404536	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter Tiny.prefab	114243736805655561	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Hunter.prefab	114002669891404536	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Bone Spitter.prefab	114099118695303065	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Brawler.prefab	114470112387431263	1709254077376921	Crust Away	835e2f75c3b81504c92b1fecfac42850	11400000	"[""Assets/PlayMaker/Templates/corpse_coral_crust_away.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Bubble Brute.prefab	114002669891404536	1709254077376921	Crust Away	835e2f75c3b81504c92b1fecfac42850	11400000	"[""Assets/PlayMaker/Templates/corpse_coral_crust_away.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Flyer.prefab	114705390221481576	1709254077376921	Crust Away	835e2f75c3b81504c92b1fecfac42850	11400000	"[""Assets/PlayMaker/Templates/corpse_coral_crust_away.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Hunter.prefab	114977153420339851	1709254077376921	Crust Away	835e2f75c3b81504c92b1fecfac42850	11400000	"[""Assets/PlayMaker/Templates/corpse_coral_crust_away.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Coral Warrior.prefab	114256069497284392	1709254077376921	Crust Away	835e2f75c3b81504c92b1fecfac42850	11400000	"[""Assets/PlayMaker/Templates/corpse_coral_crust_away.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Bomber.prefab	114672306508523268	1618682377417806	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Charger.prefab	114161607090078389	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Flyer.prefab	114336590748365959	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Dock Worker.prefab	114256069497284392	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Pilgrim 02.prefab	114336590748365959	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Pilgrim 03 Understore.prefab	114336590748365959	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Pilgrim Staff Understore.prefab	114161607090078389	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Song Automaton Shield.prefab	114044625135789424	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Stick Insect.prefab	114061268324235159	1709254077376921	Rotater	c0dcdc85277cfb84fa63f8239ddd7d27	11400000	"[""Assets/PlayMaker/Templates/corpse_particle_rotater.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Swimmer Large.prefab	114632457200066912	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Swimmer Large.prefab	114841364053301648	1884547391421755	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Understore Heavy.prefab	114161607090078389	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Understore Poker.prefab	114161607090078389	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Understore Thrower.prefab	114161607090078389	1709254077376921	coal_burn	eb011adb60a38f34d81049f66b6ae9b2	11400000	"[""Assets/PlayMaker/Templates/coal_burn.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Weaver Servitor Large.prefab	114918264173551851	1709254077376921	corpse_chunk_flinger	429ae6481c98af540bee734835f196bb	11400000	"[""Assets/PlayMaker/Templates/corpse_chunk_flinger.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Weaver Servitor Large.prefab	114672306508523268	1724804207875695	Control	dba5d81215f5bce4b92a0fe346508b97	11400000	"[""Assets/PlayMaker/Templates/corpse_servitor_chunk.asset""]"
Assets/Prefabs/Hornet Enemies/Corpses/Corpse Weaver Servitor Large.prefab	114397768327470545	1061268324235159	Control	dba5d81215f5bce4b92a0fe346508b97	11400000	"[""Assets/PlayMaker/Templates/corpse_servitor_chunk.asset""]"
